Symbol;H9_RPKM;FB_RPKM
SLC25A35;1,41;1,68
SLC25A34;0,03;0,4
SLC25A37;3,65;5,34
SLC25A36;30,47;49,18
SLC25A30;4,47;3,19
SLC25A33;17,88;12,87
SLC25A39;7,48;3,52
SLC25A38;12,22;7,25
LOC642236;1,12;0,95
TUBA1C;253,44;115,01
TUBA1B;477,66;575,62
TUBA1A;117,67;1613,94
IGSF10;0,89;0,36
IGSF11;0,29;3,57
FAM102B;8,58;9,16
FAM102A;1,57;1,61
RIMKLA;0,91;6,22
RIMKLB;20,99;37,82
CTPS2;34,18;18,18
PCID2;30,94;15,49
OSTCL;0,96;1,7
POMT1;1,83;4,89
POMT2;2,62;3,4
AGPS;20,06;12,28
STOM;9,73;0,73
NPLOC4;13,5;7,71
TMEM86A;0,22;1,2
TMEM86B;0,04;0,37
LGALS12;0,07;0
LGALS14;1,37;0,13
LOC644172;0;0,08
PBLD;0,68;1,95
PGPEP1;2,81;1,92
SMU1;15,73;12,38
SSRP1;89,3;65,68
IRAK1BP1;4,94;4,12
HERV-V1;0,05;0,02
MIR770;0;0,06
C1orf174;7,84;7,83
C1orf172;1,95;0
GPC1;0,23;1,46
GPC2;1,69;12,29
GPC3;54,05;54,07
GPC4;487,78;66,66
GPC5;0,05;0,28
GPC6;16,19;9,79
MPHOSPH10;24,97;16,96
DOC2GP;0;0,03
KIAA1984;0,04;0,97
ANKDD1A;1,03;2,28
LOC91450;0,03;0
ORM1;0,07;0,03
ORM2;0,01;0,01
WHSC1;9,18;21,25
WHSC2;1,85;2,55
ALDH3A2;40,28;16,6
EDC3;6,37;8,36
EDC4;2,08;2,98
RBM12B;15,03;17,49
ANAPC2;0,33;0,67
ANAPC5;27,81;21,48
ANAPC4;21,79;16,28
ANAPC7;23,57;16,73
AMZ1;0,05;0,02
PSMD14;82,05;47,35
PSMD11;79,07;36,67
PSMD10;73,64;68,98
PSMD13;41,86;24,66
PSMD12;79,08;29,3
MYO10;12,13;5,98
EXOSC10;26,39;23,39
C6orf186;0,29;0,2
MYLK4;0,11;0,22
MYLK2;0,01;0,14
MYLK3;0,18;0,11
MOB2;0,69;1,17
PQLC3;9,81;2,36
PQLC2;0,52;0,93
PQLC1;0,33;1,15
LRRC27;0,08;1,04
KLRAQ1;9,68;12,36
KIAA1522;2,6;1,74
HMGB3;121,49;68,34
EEF1A1;4075,4;2527,68
HMGB1;336;297,54
FYCO1;1,7;1,22
GCHFR;1,08;0,11
CLRN1OS;0,09;2,91
MND1;28,43;15,4
FGFR1OP;17,99;20,84
CALY;0;0,1
CALR;186,14;85,84
CALU;87,54;28,03
CHPF;0,33;0,15
DHX29;25,71;14,8
AGMO;0,51;0,06
RIBC2;0,35;0,68
RIBC1;0,18;0,44
RFC4;56,85;31,78
C5orf44;7,89;8,75
C5orf45;5,05;6,15
C5orf46;0;0,05
C5orf47;0,34;0
C5orf41;0,84;2,5
C5orf42;3,06;10,27
C5orf43;22,92;19,84
RFFL;8,74;8,27
NCRNA00173;0,44;1,29
NCRNA00174;0,3;0,56
NCRNA00175;0,02;0
NCRNA00176;0,01;0,1
ZFHX3;0,28;12,81
ZFHX2;0,38;1,24
FAM45A;30,51;16
RAB27A;3,06;1,36
RAB27B;0,25;2,84
FAM45B;14,09;7,38
LOC388796;2,95;1,94
NUP107;60,41;31,55
LSAMP;0,61;33,39
FAM122A;3,67;4,49
FAM122B;25,18;30,48
FAM122C;0,79;1,89
CYP2D6;0;0,59
C10orf58;21,89;34,72
C10orf55;0,62;0,01
C10orf57;14,54;19,05
ZNF774;0,22;1,68
DHX40;20,9;55,86
ZNF773;2,81;3,33
TRIM9;0,46;5,72
PFN1;329,37;79,05
PFN2;146,33;242,79
PFN4;0,2;0,46
TRIM3;0,38;1,55
TRIM2;11,17;52,82
TRIM5;9,99;3,4
TRIM4;0,67;1,14
TRIM7;0,06;0,23
TRIM6;8,24;0,52
PPA2;35,3;22,6
PPA1;126,37;100,05
NUP62;8,39;7,76
LIMS3-LOC440895;0,77;0,48
SIPA1;0,27;0,14
FAM159B;6,59;0,18
FAM159A;0,13;0,17
SSX2IP;9,45;12,02
LRAT;5,42;5,05
PPAN;1,21;0,73
PPAT;40,79;20,68
DCXR;1,3;4,76
NFYC;6,11;9,6
NFYB;23,81;22,16
NFYA;8,89;14,11
CCNI2;0,45;0,91
TST;1,22;0,84
MIR3942;0,76;0,4
MIR3941;0,23;0,03
GPHA2;0,29;0,04
NLE1;2,88;2,6
ROD1;45,51;11,13
SKIL;52,65;18,2
CYTH1;3,49;7,84
CYTH3;3,38;5,55
CYTH2;2,79;11,14
DPH1;2,75;3,59
DPH2;6,4;1,78
DPH3;13,21;13,84
MYH7B;0;0,04
DPH5;28,82;16,65
SPAST;12,22;26,9
SPDYE7P;0,38;0,9
PAH;0,96;0,03
PAM;18,9;49,61
DCN;0;0,57
DCK;12,81;25,57
THRB;0,71;0,44
DCC;0,77;17,26
THRA;0,8;6,77
TAF4B;9,34;0,52
DCX;0,94;265,59
DCT;0,01;0,84
C20orf177;10,39;14,32
CDH20;0,01;13,42
CREB5;2,23;11,21
CDH23;0,02;0,65
CREB3;8,91;11,64
CREB1;11,74;15,84
FLRT1;0,07;1,06
FLRT3;0,79;15,07
FLRT2;0,31;13,92
GDF15;0,67;0,29
ARCN1;62,09;36,69
AKR7A2P1;0,75;0,13
QRFP;0;0
AES;12,66;25,68
AEN;25,44;6,83
FAM196B;0;0,56
FAM196A;0,07;1,42
PPP6C;26,99;21,29
HSPA4L;4,85;17,01
EIF4EBP1;7,91;3,51
EIF4EBP3;2,88;2,69
EIF4EBP2;58,87;52,24
YBEY;5,58;5,91
SH2D1A;0,02;0
LRRC37A4;3,64;7,91
LRRC37A2;0,03;0,09
LRRC37A3;0,19;1,02
CSDC2;0,02;0,28
ERCC1;3,48;4,75
CPSF3L;2,49;4,1
PDHA1;20,23;17,14
LOC92973;0,41;2,77
TCAP;0;0,23
MRPS17;43,13;18,57
CKMT2;0,33;0,21
CD247;0,26;0,19
RILPL1;0,96;2,46
RILPL2;1,08;1,33
SUZ12P;17,11;26,59
FMR1;18,21;25,88
LYPD6;3,28;5,65
LYPD5;0,05;0
LYPD3;0,33;0,19
LYPD1;1,09;17,62
CALCOCO1;1,77;11,15
CALCOCO2;8,78;11,55
RGS4;0,05;0,64
RGS5;20,69;2,52
RGS6;0,34;1,58
RGS2;17,49;47,14
RGS3;0,46;0,75
LOC100133669;0;0,04
RGS8;0,03;2,03
RGS9;0,89;1,06
ANKRD20A8P;0;0,07
FSD1L;1,93;16,74
KIAA1370;2,65;10,45
CDK2AP1;73,96;36,22
CDK2AP2;0,47;0,64
MLYCD;2,53;2,05
MRPS9;55,77;16,6
MRPS7;34,52;16,84
MRPS5;21,42;21,33
IFI35;0,13;0,11
CD27;0,16;0,25
MRPS2;3,66;2,49
IFI30;3,54;0,06
CD24;1093,41;283,36
NKIRAS2;5,63;10,61
NKIRAS1;4,53;10,96
FTSJD2;6,99;9,32
FTSJD1;6,07;10,94
FAT3;5,48;9,85
FAT2;0,17;0,14
FAT1;24,29;21,77
FAT4;2,64;18,4
COL27A1;0,27;0,27
NEURL1B;1,36;3,12
GATSL1;0,12;1
GATSL3;0,35;0,11
GATSL2;0,47;1,4
AKR7A2;5,77;7,88
AKR7A3;0,05;0,24
DDA1;1,44;2,21
RASSF9;0,84;0,19
SOST;0,03;0,63
MARCH10;0,02;0,09
OR4F29;2,09;6,59
PLCD4;0,71;1,15
PLCD3;0,54;0,35
PLCD1;0,65;1,46
HIST1H1D;0;0,04
HIST1H1E;0;0
HIST1H1B;0;0
HIST1H1C;0,41;0,97
SOS2;5,94;14,4
SOS1;10,84;19,56
CCDC7;0,25;0,98
GNMT;0,01;0,4
CAB39;26,46;29,79
D4S234E;5,13;41,08
CKMT1A;9,32;2,82
CKMT1B;9,06;3,12
BCL2L15;0,03;0,4
BCL2L14;0,54;0,31
BCL2L11;3,03;3,34
BCL2L13;13,75;9,18
BCL2L12;4,41;1,38
LAMB2P1;0,11;0,72
FAM27A;0;0,08
C22orf13;6,47;4,14
FAM27B;0;0,37
C22orf15;0,9;0,31
HSD11B2;1,01;0,04
ISYNA1;1,1;2,75
GTF2H3;29,6;15,92
GTF2H2;25,59;12,42
GTF2H1;12,49;11,12
GTF2H5;4,28;7,81
ALDH1B1;21,32;6,28
COX7A2L;62,78;62,51
LOC100132273;0,16;2,32
SMARCC2;9,44;39,13
SMARCC1;90,99;50,32
RYK;34,65;26,15
LHX1;0,01;0,32
LHX2;0,06;15,76
LHX4;0,57;0,95
LHX5;0;0,07
BLOC1S1;4,11;7,77
LHX8;0,29;0,7
LHX9;0;0,76
SLC38A5;2,9;0,1
SLC38A4;2,78;0,61
SLC38A7;1,96;2,17
SLC38A6;2,22;3,81
SLC38A1;92,39;57,28
SLC38A3;0,05;0,16
SLC38A2;162,73;56,9
SLC38A9;16,28;8,36
LOC100129534;0,16;0,35
OCA2;0,09;0,41
YBX1;459,87;438,93
YBX2;2,39;0,67
STIP1;93,26;56,26
LOC390595;0,01;0,12
CHIC2;2,79;8,76
CHIC1;3,85;3,68
VSNL1;27,08;19,12
SDCCAG8;2,47;7,46
SDCCAG3;12,28;6,01
CDIPT;4,79;4,5
NCOA2;7,07;12,56
NCOA3;8,41;10,25
NCOA1;4,8;14,23
NCOA6;1,68;15,59
NCOA7;2,4;3,16
NCOA4;38,29;35,18
NCOA5;7,87;16,61
FLJ10038;1,64;7,63
CISH;0,07;0,36
RIF1;32,17;17,6
STARD3NL;33,02;46,11
SREK1;16,04;32,38
ERO1L;17,75;15,44
SMARCAD1;38,63;34,23
AP1S1;10,45;16,13
ZNF497;0,23;1,19
ZNF496;2,21;1,9
ERF;0,62;0,94
ERG;0,08;0,02
ZNF493;5,06;4,62
HAND1;0;0,37
ZNF490;0,64;1,71
ERH;257,96;197,74
ZNF498;2,67;2,74
RGAG4;0,45;9,77
RGAG1;0,15;0,61
MTRNR2L8;0,1;0,2
NDNL2;5,38;8,59
MTRNR2L3;0,02;0,06
MTRNR2L2;0,48;0,34
NLGN4Y;0,65;0,4
NLGN4X;48,11;25,84
FBN2;9,6;10,88
FBN3;0,46;0,63
NCR1;0,13;0
FBN1;2,16;3,2
AOAH;0;0,17
PDE1C;0,04;1,32
SCN1B;0,11;0,06
SCN1A;0,23;2,3
PDE1A;0,03;2,23
EEPD1;0,42;0,65
FRYL;6,86;13,23
DEXI;3,1;2,6
IDI1;66,48;85,22
IDI2;3,21;2,46
TMEM185B;5,25;5,38
TMEM185A;2,88;4,18
UBXN10;0,23;1,03
UBXN11;0,14;0,61
SNORD12C;0,3;0,04
SNORD12B;11,65;1,47
POTEM;0,04;0,18
SFTA1P;11,96;0,14
FCHSD1;0,62;1,26
FCHSD2;3,28;15,13
SNORD123;0,34;0
SNORD127;0,51;0,55
SNORD126;0;0
SNORD125;0,42;0
SNORD124;0,12;1,43
HIGD2A;14,52;17,01
TRAIP;3;2,83
UBA52;43,9;35,04
DND1;1,82;1,68
MESDC1;5,06;3,01
MESDC2;20,99;10,44
NID2;1,07;1,41
NID1;8,75;1,46
C17orf61-PLSCR3;0,52;0,79
BTG3;20,95;28,07
PRMT8;0,3;3,16
SOSTDC1;0,26;1,48
OSTM1;6,24;8,15
FANCG;5,07;5,97
CFLAR;0,76;1,35
FANCE;1,91;2,25
FANCC;3,07;6,53
RTCD1;16,4;14,4
FANCA;3,46;4,81
HNRNPAB;205,07;93,73
FANCM;3,4;3,66
FANCL;48,69;32
FANCI;39,7;32,57
CA5B;1,2;2,86
HNRNPA3;190,24;182,13
HNRNPA0;56,46;89,65
HNRNPA1;1288,85;1097,26
ZFAT-AS1;0,88;0,89
DUS2L;4,51;2,64
HOXA7;0;0
HOXA5;0;0
HOXA4;0;0
HOXA3;0,04;0,08
HOXA2;0;0,3
HOXA1;0;0,07
FAM188A;9,24;16,27
FAM188B;0,67;1,14
CEP55;17,97;12,47
PRMT2;6,81;18,8
B9D2;0,09;0,4
HSPD1;923,32;196,7
NARFL;0,23;1,26
MTX2;39,72;23,66
MTX1;2,88;2,07
LOC728723;1,24;1,31
FUT2;0,44;0,44
LIAS;10,21;5,23
ATP10A;0,37;0,07
ATP10D;1,36;2,45
KRIT1;10,37;10,59
SCRIB;0,36;0,75
TYMS;69,76;80,71
TYMP;0;0,02
WWP2;1,96;2,26
WWP1;31,05;11,23
DAPL1;0,06;5,29
TPI1;79,44;66,01
LOC653075;0,88;2,88
LOC100132077;1,19;2,54
PRTN3;0;0
CTSH;6,03;1,5
CTSK;4,08;2,76
CTSO;1,33;0,32
CTSA;6,61;3,41
CTSB;6,96;17,64
CTSC;53,33;4,14
CTSD;2,3;1,63
CTSE;0;0,09
CTSF;0,43;0,1
CTSZ;10,72;0,56
INCA1;0,35;0,64
RALGPS1;3,2;10,85
AMMECR1;20,87;11,84
KIAA1310;7,63;15,23
EMD;10,32;9,36
EMB;29,16;3,83
GJC3;0,89;0,08
ZNF826P;6,61;1,25
AFF4;22,58;32,27
AFF3;0,25;3,85
AFF2;1,87;10,62
AFF1;16,91;4,16
PDPR;12,29;7,21
STK40;1,8;4,2
KIAA0196;21,96;11,85
UBA6;20,21;20,23
PDP1;23,29;12,49
PDP2;4,89;3,37
UBA5;21,35;25,31
UBA2;121,45;87,71
UBA3;52,22;33,36
UBA1;44,18;65,17
PWP2;4,97;1,94
PWP1;45,23;24,82
PHF20;15,9;11,84
PHF23;10,25;10,48
PSMB4;104,33;57,97
RPAIN;33,02;24,73
RPRML;0;0,08
LOC283335;0,12;0,67
CPXM1;2,21;4,42
PNO1;33,7;7,35
CPXM2;1,77;0,16
PENK;0,31;0,62
C21orf70;1,82;1,05
C21orf71;0,48;0,83
GPR64;2,55;0,25
GPR62;0,05;0,03
GPR63;7,04;3,06
GPR61;0,04;0,47
INE2;0,42;1,71
INE1;1,29;4,03
GPR68;0,02;0,15
GNS;15,78;18
RPAP2;8,92;7,55
JARID2;62;12,76
GNE;4,84;8,46
RPAP1;3,35;1,99
GNN;0,13;0,27
TMEM35;1,69;48,54
TMEM37;2,9;0,1
TMEM31;0,53;1,1
TMEM33;13,95;11,56
SCD5;0,11;21,78
FAM82B;11,73;14,05
POGK;16,19;25,48
C10orf105;0,18;0,25
C10orf107;0;0,53
C10orf108;0,01;0
ANO10;16,7;8,33
POGZ;16,02;30,23
ACRC;0,36;0,8
PRUNE2;4,61;2,56
PEX11G;0,07;0,12
NRCAM;1;41,19
CXorf58;0,02;0,13
CXorf59;0,02;0,19
CXorf56;11,69;6,83
CXorf57;1,73;26,05
LYZ;0,04;0,1
C9orf140;2,26;1,52
LYN;19,7;0,95
PRH2;0,07;0,18
PRH1;0,16;0,73
IP6K3;0,17;0,03
IP6K2;11,67;19,71
IP6K1;2,84;6,72
LOC286467;9,55;2,3
MYO15B;0,02;0,06
MYO15A;0,01;0,04
NFKBIB;0,8;0,72
NFKBIA;6,8;6,35
NFKBID;0,36;0,21
NFKBIE;1,4;1,4
NFKBIZ;3,71;0,59
LOC100131564;2,45;9,95
PLAC1;0,5;0
PLAC2;0,02;0,32
PLAC9;0,05;0,05
PLAC8;0,26;0,1
PRSS33;0;0,02
PRSS37;0;0,07
PRSS36;0,01;0
NR5A1;0,04;0,03
RPGRIP1;0,29;0,2
DLX5;0;19,4
DLX6;0;26,38
DLX1;0,01;43,14
DLX2;0,01;15,52
DLX3;0;0
GATAD1;15,98;11,4
PDGFC;2,44;3,68
VAV3;4,37;2,82
VAV2;4,02;7,43
MIR1272;0;0
EVI2A;0,03;0,15
TP63;0,01;0,01
NR6A1;11,25;1,37
MARS2;7,24;2,33
PYGO1;0,49;13,07
PYGO2;6,17;8,78
CRHBP;0,14;0,13
FERMT2;68,55;16,57
FERMT3;0,11;0,08
FERMT1;4,68;0,1
CRNKL1;13,68;12,02
TPTE2;0,01;0,38
WDR92;6,66;3,13
SYNGR3;1,79;1,95
WDR90;0,06;0,39
HCG11;4,67;1,19
PRPH2;0,18;0,02
C9orf64;0,04;0,04
USP6NL;9,68;11,9
AACSP1;0,42;5,79
KLHDC8A;0,73;3,2
USP12;18,48;17,72
USP13;9,84;7,35
USP10;51,31;28,97
USP11;9,09;45,32
USP16;17,59;20,44
USP14;53,04;25,42
USP15;12,39;14,07
USP18;1,59;0,39
USP19;2,72;3,71
INPP1;1,82;2,29
RLTPR;0,25;0,11
IFFO1;0,63;1,3
CRKL;27,23;24,41
IFFO2;3,24;1,71
UBAC2;12,18;6,74
UBAC1;8,61;6,72
MIR331;0,13;0,16
SUPT5H;6,16;9,62
SLC35E2B;4,95;21,01
MOBKL1B;47,32;30,98
MOBKL1A;13,54;17,41
FXR1;42,92;18,83
FXR2;6,16;9,9
CYP4X1;0,91;2,37
RHBDD2;1,78;7,97
RHBDD3;0,85;0,59
RHBDD1;6,46;4,34
KLC1;22,12;71,97
KLC2;0,47;1,94
KLC3;0,8;0,6
KLC4;0,96;2,36
ARPC5L;38,19;15,39
MGC45800;1,63;1,46
MIR215;0,03;0,3
CHCHD2;70,07;87,32
CHCHD3;67,93;29,73
CHCHD1;32,48;16,89
CHCHD6;3,1;4,57
CHCHD7;33,89;19,99
CHCHD4;13,27;5,24
CHCHD5;0,41;0,78
CHCHD8;49,2;14,13
OVCA2;4,28;5,41
ZNF519;3,15;3,44
ZNF512;18,34;20,22
ZNF513;0,48;0,85
ZNF510;5,67;10,52
ZNF511;6,53;4
HNMT;2,44;0,13
ZNF514;3,86;13,65
TMTC2;1,3;22
TSPYL4;8,38;47,83
TSPYL5;0,71;0
TSPYL1;16,66;18,7
TSPYL2;3,73;7,25
C20orf3;26,57;23,05
VWF;0,03;0,01
C20orf7;7,45;6,77
C20orf4;8,16;6,15
KIAA0355;4,07;5,25
MIR4306;0;0
CDH17;0,07;0,06
NTN1;0,09;4,15
NTN3;0;0,02
NTN4;0,7;9,24
NTN5;0;0,02
B4GALNT4;0,4;4,06
B4GALNT1;0,04;3,09
RPL23A;463,73;267,62
B4GALNT3;1,65;0,56
MIR3656;0,89;0,84
MIR3655;3,08;6,43
MIR3653;0,41;0
MIR3652;0,9;0,74
MIR3651;0,15;0
MIR3650;0,76;1,42
NDE1;3,29;3,46
MIR3659;0;0
MIR3658;31,85;17,81
NUDC;45,42;25,21
NUMBL;0,57;1,08
IFT122;2,94;5,46
KIAA1908;0,29;0,69
NRP1;0,99;10,76
NRP2;6,91;8,01
C12orf62;12,43;6,66
C12orf61;0,07;0,02
C12orf60;1,58;1,27
C12orf66;2,75;1,37
C12orf65;5,15;6,07
C12orf69;0,06;0,82
C12orf68;0,05;10,49
SPHKAP;0,01;1,61
MAGED4B;4,08;26,16
GSTA4;15,62;104,48
GSTA1;0,05;0,3
GSTA2;0,09;0,33
DYNLT1;80,6;80,33
DYNLT3;5,14;4,42
STRAP;161,06;87,57
C1orf84;0,21;0,69
C1orf85;3,18;0,46
C1orf86;0,63;1,47
RNF208;0,03;0,05
RNF207;0,46;0,48
C1orf88;3,28;1,99
STRA6;0,17;0,61
HGC6.3;0;0
SIGLEC16;0,08;0,07
SIGLEC10;0,24;0,28
KIFC2;0,81;2,18
KIFC3;0,06;0,28
KIFC1;3,36;4,01
SYNPO2;0,36;0,04
DMRT1;0,01;0,04
DMRT3;0;0,79
PROS1;0,98;3,53
CRADD;1,98;3,47
NCKAP5L;0,17;0,47
PLA2G12B;0;0,05
PLA2G12A;7,43;7,2
HSBP1L1;0,63;2,54
IQCA1;2,72;0,71
TNKS2;34,23;26,02
LYRM1;7,12;13,72
EPOR;0,85;0,44
SNORA9;3,08;0,27
SNORA8;22,4;8,72
HS6ST1;2,41;6,83
HS6ST2;6,68;62,59
HS6ST3;0,2;3,84
SNORA1;5,79;2,18
SNORA3;2,61;1,43
SNORA4;24,59;15,05
PROSC;13,09;16,24
SNORA6;10,99;3,63
LOC143666;0,15;0,63
DKFZp566F0947;0,12;0,07
TCERG1;49,2;42,05
CNBP;140,96;68,9
LOC391322;0,88;0,52
INTS12;11,12;11,07
INTS10;20,91;17,57
TXN2;8,27;10,83
AGAP1;4;8,52
AGAP2;0,06;2,2
AGAP3;1,1;2,39
AGAP4;0,14;0,32
AGAP5;0,31;0,64
AGAP6;0,81;1,9
AGAP7;0,31;0,76
AGAP8;0,15;0,36
AGAP9;0,29;0,48
LOC645781;0,02;0
RANBP6;16,89;22,86
GDPD2;1,26;1,13
GDPD3;0,09;1,62
GDPD1;1,02;7,39
GDPD5;0,23;0,53
PON1;0,38;0,04
YWHAZ;314,35;327,08
C6orf108;3,22;1,8
C6orf106;26,64;8,37
C6orf105;0,18;0,03
YWHAQ;332,68;377,63
C6orf103;0,01;0,17
YWHAH;126,41;82,08
YWHAB;137,62;119,83
YWHAE;467,06;449,05
LOC100134259;0,08;0,17
CKAP2;41,83;53,96
SLC20A2;4,85;3,22
CHST10;6,86;9,18
CHST13;0;0
SLC20A1;37,52;29,86
CHST15;1,89;1,89
CHST14;3,18;1,79
ROCK1;26,4;14,99
ROCK2;15,17;16,88
CKAP4;32,76;24,82
PLDN;17,12;28,32
PNMA6A;0,04;0,05
LRRC4;1,27;8,08
WNK3;3,72;6,76
LRRC6;2,06;3,62
LRRC7;0;3,44
LRRC1;5,86;8,16
LRRC2;2,24;0,02
LRRC3;0,85;2,97
RFNG;0,21;1,03
MORN5;0;0,58
PLD5;2,45;0,88
PLD6;0,01;0,22
MORN1;0,18;0,63
PLD1;0,67;0,17
MORN3;0,11;0,03
PLD3;2,7;6,11
ST20;4,14;3,61
SCRN3;5,16;13,04
RRP1;3,28;2,29
DOCK8;0,4;0,12
DOCK9;4,66;2,18
GOLGA6L10;0,12;0,51
DOCK2;1,71;0,03
ZNF75A;6,58;14,22
GRIA1;0,27;20,63
DOCK6;0,61;0,45
DOCK7;12,94;25
GRIA4;1,45;1,76
DOCK5;4,01;0,82
LOC392232;0,04;0,7
ACSBG1;0,25;0,79
ACSBG2;0,05;0,42
TNFRSF12A;7,78;0,51
EIF5AL1;0,14;0,05
SCNN1D;0,03;0,3
SCNN1A;5,69;0,02
FAM98C;0,59;1,53
FAM98B;37,5;32,24
FAM98A;37,05;9,55
TP53I3;5,79;2,51
SCUBE2;0,08;0,45
SCUBE3;0,2;4,32
SCUBE1;0;1,06
NCRNA00282;0,04;0,39
NCRNA00287;2,5;4,47
RPSAP52;0,02;0,31
CRSP8P;0,29;0,36
RPSAP58;56,61;34,24
RPP38;9,41;5,14
RPP30;8,79;6,16
BCORL1;0,44;3,83
HACE1;7,97;14,55
NT5DC2;14,91;16,43
NT5DC3;2,86;1,8
NT5DC1;27,91;4,83
RUSC2;0,22;3,17
RUSC1;3,54;5,37
PPIH;46,49;25,19
PPIG;48,41;35,26
PPIF;23,82;10,81
PPIE;3,93;4,95
PPID;41,36;25,38
PPIC;10,01;0,93
PPIB;97,09;44,82
PPIA;464,59;249,6
DCPS;4,37;2,84
PTHLH;0,05;0,35
LLPH;34,43;18,65
DCP2;33,67;12,32
LZIC;13,53;25,41
NAA50;66,88;26,53
CFDP1;61,54;76,4
ATF6B;0,61;1,92
NOP56;97,05;53,65
TDP1;18,02;10,39
TPPP3;0;0,62
PDE7B;0;0,85
TDP2;43,99;21,33
PIR;20,45;5,03
NRADDP;0,15;0
ANKRD52;3,35;5,1
ANKRD53;0,01;0,03
ANKRD50;12,28;12,76
ANKRD56;0,2;0,03
ANKRD57;9,14;5,4
ANKRD54;1,1;4,1
ANKRD55;0;0,73
ANKRD58;0,08;0,01
HSPB2-C11ORF52;0,3;0,04
KBTBD7;5,16;6,87
AMH;0;0,26
KBTBD4;5,12;11,3
KBTBD3;0,76;1,77
KBTBD2;16,51;23,12
KBTBD8;10,24;2,36
MYST1;4,85;7,25
MYST2;40;21,37
MYST3;5,42;18,66
MYST4;5,79;10,92
AMT;7,33;1,94
RASL11B;29,95;2,29
RASL11A;0,3;0,39
LOC728377;2,55;0,01
GLRB;0,39;3,55
FAM91A1;11,83;12,13
RBM26;26,32;31,03
RBM27;19,23;12,4
RBM24;0,28;1,7
RBM25;65,36;70,17
RBM22;15,95;26,49
RBM23;11,39;21,43
RBM20;0,33;0,47
RBM28;17,17;10,01
EPHA8;0,04;0,1
EPHA7;2,87;17,75
EPHA6;0,39;0,33
EPHA5;0,02;2,34
EPHA4;0,46;33,81
EPHA3;0,1;30,73
EPHA2;1,53;0,84
EPHA1;6,72;0,01
SNORD121B;0,94;0,94
SNORD121A;0,2;0,27
ZGLP1;0,02;0,16
COL9A2;0,08;0,31
COL9A3;3,41;0,14
COL9A1;1,91;2,76
GLB1L2;0,9;5,25
GLB1L3;3,05;0,03
ARL9;0,37;0,61
ARL1;25,14;17,74
ARL3;8,87;25,25
ARL2;10,5;5,9
ARL6;3,34;4,17
RRM2;57,16;36,13
RRM1;63;69,24
ZC3H12A;0,69;0,13
ZC3H12B;0,89;2,85
ZC3H12C;1,4;10,98
TSR1;36,42;15,39
SBDSP1;9,42;12,42
TH;0;0,1
TF;0,05;0,3
MLXIPL;0,03;0
TXNL1;68,62;47,96
TAPBPL;0,32;0,21
SRSF11;88,54;100,18
SRSF10;26,37;23,47
SRSF12;2,03;12,14
KIAA0090;14,54;10,35
PVRL1;3,79;4,72
FLJ39534;0,38;1,34
PVRL3;33,92;22,48
IL2RB;0,16;0
FDPSL2A;0,07;0,02
SULT1E1;0,02;0,33
SLC17A8;0,1;0,96
TPCN1;1,25;1,16
HNRPDL;145,43;162,52
RASA4P;0,04;0,28
BBOX1;0,01;0,04
CRYBA1;0,06;10,46
CRYBA4;0,02;0,97
RWDD2A;5,4;6,62
RWDD2B;3,08;3,45
ARL13B;3,39;6,53
ARL13A;0,02;0,15
MIR548AA1;0;1,53
GFM1;25,65;15,19
GFM2;22,78;14,34
RIPPLY1;0;0,1
RIPPLY2;0,14;0,45
FLJ45244;1,56;4,23
LOC100335030;0,13;0,06
SLC4A5;4,44;2,7
SLC4A4;0,36;2,51
SLC4A7;22,83;16,96
SLC4A3;0,08;0,71
SLC4A2;0,65;0,58
DCTN2;30,97;48,32
DCTN3;3,92;26,08
DCTN1;7,5;14,89
SLC4A8;1,48;15,86
DCTN4;18,84;41,93
DCTN5;12,62;22,27
KCMF1;17,54;7,83
KNTC1;28,19;22,63
BROX;10,23;11,28
PLCL2;6,42;13,73
PLCL1;0,01;1,48
MXRA5;0,56;1,61
MXRA7;7,29;18,41
ARPM1;2,65;0,1
MXRA8;0,1;0,59
IGSF8;1,65;1,12
IGSF5;0,46;0,32
IGSF6;0,12;0,3
IGSF1;3,51;3,98
IGSF3;7,69;14,67
C18orf45;2,41;1,54
TRAK1;5,3;8,69
ILVBL;1,19;2
ITGB1;270,06;55,19
ITGB3;0,04;0,19
ITGB5;44,22;1,32
ITGB4;0,02;0
SLC37A3;21,63;15,44
ITGB8;0,73;20,04
CDK19;1,73;16,58
MAT1A;0,67;0,04
RAN;659,92;275,16
ZFP112;1,6;7,4
SHMT2;27,84;10,96
SHMT1;6,77;3,94
FGG;0;0,27
FGA;0,01;0,19
FGB;0;0,14
EXT2;23,07;15,14
EXT1;9,34;8,51
LY96;0,22;0,05
C14orf169;5,76;3,69
C14orf167;2,79;6,43
ALDH5A1;1,65;13,42
SPTY2D1;7,91;4,89
C14orf162;1,46;8,74
TCTA;1,55;2,9
CASD1;15,25;32,17
APOBEC2;0,43;0,3
BASP1P1;0;0,82
CEL;0,1;0,1
LOC221442;1,19;1,55
TMED5;10,34;14,1
UHRF1BP1L;11,68;11,03
RNASEH2A;8,71;7,32
RNASEH2C;2,29;5,91
RNASEH2B;19,5;10,55
MAOB;0,65;0,4
MAOA;1,35;3,11
NEIL1;0,35;0,8
NEIL3;7,56;6,92
NEIL2;4,12;4,18
BAIAP2L1;10,52;0,96
